title,console,console_fabricator,genre,publisher,developer,release_date,ano,total_sales,na_sales,jp_sales,pal_sales,other_sales
The Lord of the Rings: War in the North,PS3,Sony,Role-Playing,Warner Bros. Interactive,Snowblind Studios,2011-11-01,2011,0.8099999999999999,0.25,0.01,0.43,0.12
Marvel: Ultimate Alliance,PS2,Sony,Role-Playing,Activision,Raven Software,2006-10-24,2006,0.83,0.69,0.0,0.03,0.11
Rocket Power: Beach Bandits,PS2,Sony,Platform,THQ,Evolution Games,2002-09-20,2002,0.8099999999999999,0.4,0.0,0.31,0.1
Patapon,PSP,Sony,Platform,Sony Computer Entertainment,Pyramid/JAPAN Studio,2008-02-26,2008,0.8200000000000001,0.33,0.07,0.25,0.17
Harvest Moon: Tree of Tranquility,Wii,Nintendo,Simulation,Natsume,Runtime,2008-09-30,2008,0.81,0.67,0.06,0.03,0.05
The Price is Right,Wii,Nintendo,Misc,Ubisoft,Ludia Inc.,2008-09-09,2008,0.8200000000000001,0.76,0.0,0.0,0.06
The Walking Dead: A Telltale Games Series,PS3,Sony,Adventure,Telltale Games,Telltale Games,2012-11-20,2012,0.8200000000000001,0.4,0.03,0.25,0.14
Professor Layton vs Ace Attorney,3DS,Nintendo,Adventure,Nintendo,Level 5,2014-08-29,2014,0.81,0.2,0.3,0.27,0.04
Karaoke Revolution Glee,Wii,Nintendo,Misc,Konami,Blitz Games,2010-11-09,2010,0.8200000000000001,0.51,0.0,0.24,0.07
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,Sony,Sports,Konami,Diamond Head,1999-07-22,1999,0.81,0.0,0.76,0.0,0.05
Yokai Watch 3: Sukiyaki,3DS,Nintendo,Role-Playing,Nintendo,Level 5,2019-02-02,2019,0.81,0.0,0.81,0.0,0.0
Tales of Destiny II,PS,Sony,Role-Playing,Namco,Telenet Japan / Wolfteam,2001-09-10,2001,0.81,0.06,0.66,0.04,0.05
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,Nintendo,Action,Buena Vista,Gorilla Systems,2006-10-02,2006,0.81,0.72,0.0,0.03,0.06
Pro Evolution Soccer 2010,X360,Microsoft,Sports,Konami,Konami,2009-11-03,2009,0.8099999999999999,0.12,0.03,0.58,0.08
NCAA Football 10,PS3,Sony,Sports,EA Sports,EA Tiburon,2009-07-14,2009,0.81,0.75,0.0,0.0,0.06
LEGO Dimensions,PS3,Sony,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2015-09-27,2015,0.7999999999999999,0.26,0.0,0.41,0.13
Ready 2 Rumble Boxing: Round 2,PS2,Sony,Fighting,Midway Games,Midway Games,2000-10-23,2000,0.8099999999999999,0.4,0.0,0.31,0.1
Mega Man,NES,Nintendo,Platform,Capcom,Capcom,1987-12-01,1987,0.8099999999999999,0.45,0.27,0.08,0.01
Kamaitachi no Yoru,SNES,Nintendo,Adventure,ChunSoft,ChunSoft,1994-11-25,1994,0.81,0.0,0.81,0.0,0.0
The Legend of Zelda: Four Swords Adventures,GC,Nintendo,Adventure,Nintendo,Nintendo EAD,2004-06-07,2004,0.81,0.63,0.0,0.16,0.02
SingStar Vol. 2,PS3,Sony,Misc,Sony Computer Entertainment,SCEE London Studio,2008-10-28,2008,0.7999999999999999,0.29,0.0,0.39,0.12
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,Sony,Sports,Konami,Konami,1998-05-28,1998,0.8,0.0,0.75,0.0,0.05
Guitar Hero: Warriors of Rock,PS3,Sony,Misc,Activision,Neversoft Entertainment,2010-09-28,2010,0.8099999999999999,0.33,0.0,0.35,0.13
Army Men: Sarge's Heroes,N64,Nintendo,Shooter,3DO,3DO,1999-09-30,1999,0.81,0.68,0.0,0.12,0.01
Final Fantasy XI: Wings of the Goddess,PS2,Sony,Role-Playing,Square Enix,Square Enix,2007-11-20,2007,0.7999999999999999,0.35,0.09,0.27,0.09
EarthBound,SNES,Nintendo,Role-Playing,Nintendo,Ape Studios / HAL Laboratory,1995-06-01,1995,0.81,0.0,0.81,0.0,0.0
Dragon Quest III,GB,Nintendo,Role-Playing,Enix,TOSE,2001-07-16,2001,0.81,0.0,0.81,0.0,0.0
Final Fantasy Type-0,PSP,Sony,Role-Playing,Unknown,Square Enix,2020-12-31,2020,0.81,0.0,0.81,0.0,0.0
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,Sony,Action,Square Enix,Square Enix,2015-10-13,2015,0.81,0.21,0.39,0.14,0.07
DmC Devil May Cry,PS3,Sony,Action,Capcom,Ninja Theory,2013-01-15,2013,0.82,0.24,0.19,0.29,0.1
Super Bomberman 2,SNES,Nintendo,Puzzle,Hudson Soft,Produce!,1994-09-01,1994,0.81,0.0,0.81,0.0,0.0
The Next Tetris,PS,Sony,Puzzle,Atari,Blue Planet Software,1999-05-31,1999,0.81,0.45,0.0,0.31,0.05
Madden NFL 16,PS3,Sony,Sports,EA Sports,EA Tiburon,2015-08-25,2015,0.82,0.6,0.0,0.07,0.15
Imagine: Rock Star,DS,Nintendo,Simulation,Ubisoft,Gevo Entertainment,2008-06-17,2008,0.82,0.4,0.0,0.33,0.09
The Sims 2,PS2,Sony,Simulation,Electronic Arts,Maxis,2005-10-24,2005,0.81,0.67,0.0,0.03,0.11
NASCAR 2001,PS,Sony,Racing,EA Sports,EA Black Box,2000-09-19,2000,0.81,0.45,0.0,0.31,0.05
Golden Sun: Dark Dawn,DS,Nintendo,Role-Playing,Nintendo,Camelot Software Planning,2010-11-29,2010,0.81,0.53,0.13,0.1,0.05
Professor Layton and the Azran Legacy,3DS,Nintendo,Puzzle,Nintendo,Level 5,2014-02-28,2014,0.81,0.0,0.25,0.53,0.03
Shaun White Snowboarding,X360,Microsoft,Sports,Ubisoft,Ubisoft Montreal,2008-11-16,2008,0.8099999999999999,0.48,0.0,0.25,0.08
Need for Speed Rivals,X360,Microsoft,Racing,Electronic Arts,Ghost Games,2013-11-19,2013,0.81,0.38,0.01,0.35,0.07
Battle of Giants: Dinosaurs,DS,Nintendo,Strategy,Ubisoft,Ubisoft Quebec,2008-10-21,2008,0.7999999999999999,0.37,0.0,0.35,0.08
Tom Clancy's Rainbow Six 3,PS2,Sony,Shooter,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,2004-03-24,2004,0.8099999999999999,0.4,0.0,0.31,0.1
The Amazing Spider-Man (2012),PS3,Sony,Action-Adventure,Activision,Beenox,2012-06-26,2012,0.7899999999999999,0.31,0.0,0.36,0.12
Guitar Hero: Metallica,X360,Microsoft,Misc,Activision,Neversoft Entertainment,2009-03-29,2009,0.79,0.52,0.0,0.2,0.07
Hasbro Family Game Night 3,Wii,Nintendo,Misc,Electronic Arts,EA Bright Light,2010-10-26,2010,0.8,0.46,0.0,0.27,0.07
Rayman Raving Rabbids 2,DS,Nintendo,Misc,Ubisoft,Ubisoft Paris,2007-11-13,2007,0.8,0.73,0.0,0.01,0.06
Star Wars The Clone Wars: Republic Heroes,Wii,Nintendo,Action,LucasArts,Krome Studios,2009-10-06,2009,0.8,0.43,0.0,0.3,0.07
Prince of Persia: Warrior Within,XB,Microsoft,Adventure,Ubisoft,Ubisoft Montreal,2004-11-30,2004,0.8,0.48,0.0,0.28,0.04
Deca Sports 2,Wii,Nintendo,Sports,Hudson Soft,Hudson Soft,2009-09-29,2009,0.81,0.31,0.09,0.34,0.07
Who Wants to be a Millionaire,PS,Sony,Misc,Eidos Interactive,Hothouse Creations,2000-09-29,2000,0.8,0.45,0.0,0.3,0.05
Final Fantasy Anthology,PS,Sony,Role-Playing,Square EA,SquareSoft,1999-09-30,1999,0.8,0.45,0.0,0.3,0.05
Ben 10: Alien Force,Wii,Nintendo,Action,D3 Publisher,Monkey Bar Games,2008-10-28,2008,0.8,0.52,0.0,0.21,0.07
Super Robot Taisen α,PS,Sony,Strategy,Banpresto,Banpresto,2000-05-25,2000,0.8,0.0,0.75,0.0,0.05
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,Nintendo,Sports,Nintendo,Sega Sports R&D,2013-11-15,2013,0.8,0.37,0.14,0.23,0.06
Pro Evolution Soccer 2010,PSP,Sony,Sports,Konami,Konami,2009-11-10,2009,0.8,0.09,0.2,0.33,0.18
Need for Speed: Hot Pursuit 2,GC,Nintendo,Racing,Electronic Arts,EA Seattle,2002-10-01,2002,0.79,0.68,0.0,0.09,0.02
DiRT 2,X360,Microsoft,Racing,Codemasters,Codemasters,2009-09-08,2009,0.7999999999999999,0.32,0.0,0.39,0.09
Moto Racer,PS,Sony,Racing,Electronic Arts,Delphine Software International,1997-11-30,1997,0.8,0.45,0.0,0.3,0.05
Star Wars Rogue Squadron III: Rebel Strike,GC,Nintendo,Simulation,LucasArts,Factor 5,2003-10-15,2003,0.8,0.62,0.0,0.16,0.02
The Sims 2: Pets,PSP,Sony,Simulation,Electronic Arts,Maxis,2006-12-14,2006,0.8,0.19,0.0,0.39,0.22
Hitman: Contracts,PS2,Sony,Shooter,Eidos Interactive,IO Interactive,2004-04-20,2004,0.7999999999999999,0.39,0.0,0.31,0.1
WWE 2K15,PS3,Sony,Sports,2K Sports,Visual Concepts,2014-10-28,2014,0.7899999999999999,0.37,0.0,0.29,0.13
PES 2009: Pro Evolution Soccer,PSP,Sony,Sports,Konami,Konami,2008-11-11,2008,0.8,0.04,0.26,0.33,0.17
Capcom's Soccer Shootout,SNES,Nintendo,Sports,Capcom,Capcom,1994-06-01,1994,0.8,0.0,0.8,0.0,0.0
Armored Core 2,PS2,Sony,Simulation,Agetec,From Software,2000-10-24,2000,0.8,0.28,0.23,0.22,0.07
Pro Evolution Soccer 2011,PSP,Sony,Sports,Konami,Konami,2010-11-02,2010,0.7999999999999999,0.05,0.29,0.3,0.16
All Star Cheer Squad,Wii,Nintendo,Sports,THQ,Gorilla Systems,2008-10-27,2008,0.7999999999999999,0.43,0.0,0.29,0.08
The Sims 2: Castaway,PSP,Sony,Simulation,Electronic Arts,Maxis,2007-10-22,2007,0.79,0.08,0.0,0.46,0.25
Dance Dance Revolution SuperNOVA 2,PS2,Sony,Simulation,Konami,Konami Computer Entertainment Tokyo,2007-09-25,2007,0.79,0.64,0.02,0.03,0.1
Major League Baseball Featuring Ken Griffey Jr,N64,Nintendo,Sports,Nintendo,Angel Studios,1998-05-31,1998,0.79,0.75,0.0,0.03,0.01
NCAA Football 08,PS2,Sony,Sports,Electronic Arts,EA Tiburon,2007-07-17,2007,0.79,0.65,0.0,0.03,0.11
FIFA Soccer 2004,XB,Microsoft,Sports,EA Sports,EA Canada,2003-11-04,2003,0.78,0.24,0.0,0.49,0.05
Darksiders II,X360,Microsoft,Action-Adventure,THQ,Vigil Games,2012-08-14,2012,0.79,0.45,0.0,0.27,0.07
Ridge Racer,PS,Sony,Racing,Namco,Namco,1995-09-09,1995,0.79,0.0,0.74,0.0,0.05
Motocross Mania,PS,Sony,Racing,Take-Two Interactive,Deibus Studios,2001-07-09,2001,0.79,0.44,0.0,0.3,0.05
Final Fantasy XIV: A Realm Reborn,PS4,Sony,MMO,Square Enix,Square Enix,2014-04-14,2014,0.78,0.35,0.08,0.23,0.12
Invizimals,PSP,Sony,Strategy,Sony Computer Entertainment,Novarama,2010-10-12,2010,0.79,0.17,0.0,0.51,0.11
Harvest Moon: A Wonderful Life,GC,Nintendo,Role-Playing,Natsume,Marvelous Interactive,2004-03-16,2004,0.79,0.61,0.0,0.16,0.02
Guitar Hero: Aerosmith,PS2,Sony,Misc,Activision,BudCat Creations,2008-06-29,2008,0.79,0.61,0.0,0.0,0.18
Dead Island: Riptide,X360,Microsoft,Misc,Deep Silver,Techland,2013-04-23,2013,0.79,0.44,0.01,0.27,0.07
WCW Mayhem,N64,Nintendo,Fighting,Electronic Arts,Kodiak Interactive,1999-09-22,1999,0.79,0.63,0.0,0.15,0.01
Assassin's Creed The Ezio Collection,PS4,Sony,Action,Ubisoft,Ubisoft,2016-11-15,2016,0.8,0.14,0.02,0.52,0.12
Prototype 2,X360,Microsoft,Action,Activision,Radical Entertainment,2012-04-24,2012,0.78,0.48,0.0,0.24,0.06
Dragon's Dogma,X360,Microsoft,Role-Playing,Capcom,Capcom,2012-05-22,2012,0.79,0.42,0.07,0.24,0.06
The Godfather II,X360,Microsoft,Adventure,Electronic Arts,EA Redwood Shores,2009-04-07,2009,0.7899999999999999,0.47,0.01,0.23,0.08
NBA 2K16,PS3,Sony,Sports,2K Sports,Visual Concepts,2015-09-29,2015,0.79,0.49,0.05,0.12,0.13
Band Hero,X360,Microsoft,Misc,Activision,Neversoft Entertainment,2009-11-03,2009,0.79,0.51,0.0,0.21,0.07
Mega Man 5,NES,Nintendo,Platform,Capcom,Capcom,1992-12-01,1992,0.79,0.39,0.32,0.07,0.01
Dragon Quest Monsters 2,3DS,Nintendo,Role-Playing,Square Enix,TOSE Software,2014-02-06,2014,0.79,0.0,0.79,0.0,0.0
James Bond 007: Nightfire,GC,Nintendo,Shooter,Electronic Arts,Eurocom Entertainment Software,2002-11-18,2002,0.78,0.6,0.0,0.16,0.02
Shadow of the Tomb Raider,XOne,Microsoft,Action-Adventure,Square Enix,Eidos Montreal,2018-09-14,2018,0.78,0.46,0.0,0.25,0.07
Battle Stations,PS,Sony,Strategy,Electronic Arts,Realtime Associates,1997-03-31,1997,0.77,0.43,0.0,0.29,0.05
Goldeneye 007: Reloaded,PS3,Sony,Shooter,Activision,Eurocom,2011-11-01,2011,0.78,0.33,0.0,0.33,0.12
MadWorld,Wii,Nintendo,Action,Sega,PlatinumGames,2009-03-10,2009,0.78,0.45,0.02,0.24,0.07
F1 2016,PS4,Sony,Racing,Codemasters,Codemasters,2017-01-01,2017,0.77,0.07,0.03,0.56,0.11
Need for Speed: ProStreet,PSP,Sony,Racing,Electronic Arts,EA Black Box,2008-02-18,2008,0.77,0.24,0.01,0.33,0.19
Hitman,PS4,Sony,Action,Square Enix,IO Interactive,2017-01-31,2017,0.7699999999999999,0.24,0.06,0.36,0.11
Drawn to Life,DS,Nintendo,Adventure,THQ,5TH Cell,2007-09-10,2007,0.78,0.71,0.0,0.01,0.06
Dragon Age: Inquisition,PC,Outros,Role-Playing,Electronic Arts,BioWare Edmonton,2014-11-18,2014,0.78,0.38,0.0,0.33,0.07
Fight Night Champion,X360,Microsoft,Fighting,EA Sports,EA Canada,2011-03-01,2011,0.78,0.4,0.0,0.31,0.07
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Microsoft,Fighting,Namco Bandai,CyberConnect2,2010-10-19,2010,0.78,0.43,0.01,0.27,0.07
Tiger Woods PGA Tour 10,PS3,Sony,Sports,EA Sports,EA Tiburon,2009-06-08,2009,0.7799999999999999,0.42,0.0,0.25,0.11
Personal Trainer: Walking,DS,Nintendo,Sports,Nintendo,Creatures Inc.,2009-05-26,2009,0.78,0.22,0.17,0.32,0.07
NBA 2K7,PS2,Sony,Sports,2K Sports,Visual Concepts,2006-09-25,2006,0.78,0.65,0.0,0.02,0.11
DJ Hero 2,PS3,Sony,Misc,Activision,FreeStyle Games,2010-10-19,2010,0.7799999999999999,0.49,0.0,0.19,0.1
Buzz! The Hollywood Quiz,PS2,Sony,Misc,Sony Computer Entertainment,Relentless Software,2008-03-11,2008,0.78,0.17,0.0,0.0,0.61
DJ Hero,Wii,Nintendo,Misc,Activision,FreeStyleGames,2009-10-27,2009,0.7799999999999999,0.47,0.0,0.23,0.08
Rare Replay,XOne,Microsoft,Misc,Microsoft Studios,Rare Ltd.,2015-08-04,2015,0.77,0.42,0.01,0.27,0.07
NBA ShootOut 98,PS,Sony,Sports,Sony Computer Entertainment,Sony Interactive Studios America,1998-02-28,1998,0.77,0.43,0.0,0.29,0.05
Too Human,X360,Microsoft,Role-Playing,Microsoft Game Studios,Silicon Knights,2008-08-19,2008,0.7899999999999999,0.38,0.03,0.3,0.08
Torneko no Daibouken: Fushigi no Dungeon,SNES,Nintendo,Role-Playing,ChunSoft,ChunSoft,1993-09-19,1993,0.78,0.0,0.78,0.0,0.0
Mass Effect: Andromeda,XOne,Microsoft,Role-Playing,Electronic Arts,BioWare Corp.,2017-03-21,2017,0.77,0.5,0.0,0.2,0.07
Secret Agent Barbie: Royal Jewels Mission,GBA,Nintendo,Platform,VU Games,Digital Illusions,2002-10-08,2002,0.78,0.56,0.0,0.21,0.01
Rayman Origins,X360,Microsoft,Platform,Ubisoft,Ubisoft,2011-11-15,2011,0.7799999999999999,0.38,0.0,0.32,0.08
Marvel vs. Capcom: Clash of Super Heroes,PS,Sony,Fighting,Capcom,Capcom,2000-01-27,2000,0.78,0.43,0.0,0.3,0.05
Doom,PS,Sony,Shooter,GT Interactive,Williams Entertainment Inc.,1995-11-16,1995,0.78,0.43,0.0,0.3,0.05
Aliens: Colonial Marines,X360,Microsoft,Shooter,Sega,Gearbox Software,2013-02-12,2013,0.78,0.36,0.0,0.35,0.07
Destiny: The Collection,PS4,Sony,Shooter,Activision,Bungie,2016-09-19,2016,0.78,0.24,0.02,0.4,0.12
Sid Meier's Civilization Revolution,PS3,Sony,Strategy,2K Games,Firaxis Games,2008-07-08,2008,0.7799999999999999,0.49,0.01,0.19,0.09
LEGO Jurassic World,XOne,Microsoft,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2015-06-12,2015,0.78,0.44,0.0,0.27,0.07
Star Wars: The Force Unleashed II,Wii,Nintendo,Action,LucasArts,LucasArts,2010-10-26,2010,0.78,0.53,0.0,0.19,0.06
Star Wars The Clone Wars: Jedi Alliance,DS,Nintendo,Action,LucasArts,Krome Studios,2008-11-11,2008,0.78,0.61,0.0,0.11,0.06
Tom Clancy's Splinter Cell: Double Agent,X360,Microsoft,Action,Ubisoft,Ubisoft Shanghai,2006-10-17,2006,0.78,0.67,0.01,0.04,0.06
Conflict: Desert Storm II - Back to Bagdhad,PS2,Sony,Shooter,Gotham Games,Pivotal Games,2003-10-08,2003,0.7699999999999999,0.38,0.0,0.29,0.1
Battlefield 1,PC,Outros,Shooter,Electronic Arts,EA DICE,2016-10-21,2016,0.77,0.3,0.0,0.41,0.06
Tetris Party Deluxe,DS,Nintendo,Puzzle,Majesco,"Tetris Online, Inc",2010-06-01,2010,0.77,0.28,0.12,0.3,0.07
Ghost Squad,Wii,Nintendo,Shooter,Sega,Polygon Magic,2007-11-20,2007,0.78,0.42,0.08,0.21,0.07
Star Wars Battlefront: Elite Squadron,PSP,Sony,Shooter,LucasArts,Savage Entertainment,2009-11-03,2009,0.78,0.38,0.0,0.24,0.16
Puzzler World,DS,Nintendo,Puzzle,Atari,Idea Pad,2009-12-08,2009,0.78,0.41,0.0,0.3,0.07
Star Wars Episode II: Attack of the Clones,GBA,Nintendo,Action,THQ,David A. Palmer Productions,2002-05-30,2002,0.76,0.55,0.0,0.2,0.01
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,Microsoft,Racing,Sega,Sumo Digital,2010-02-23,2010,0.76,0.37,0.0,0.32,0.07
All-Star Baseball 2003,PS2,Sony,Sports,Acclaim Entertainment,Acclaim Entertainment,2002-02-26,2002,0.7699999999999999,0.38,0.0,0.29,0.1
ABBA: You Can Dance,Wii,Nintendo,Misc,Ubisoft,Ubisoft,2011-11-15,2011,0.7799999999999999,0.18,0.0,0.5,0.1
UFC Personal Trainer: The Ultimate Fitness System,X360,Microsoft,Sports,THQ,THQ,2011-06-28,2011,0.77,0.53,0.0,0.18,0.06
Marvel Nemesis: Rise of the Imperfects,PS2,Sony,Fighting,Electronic Arts,Nihilistic Software,2005-09-20,2005,0.76,0.64,0.0,0.02,0.1
Dragon Ball: Raging Blast,PS3,Sony,Fighting,Namco Bandai,Spike,2009-11-10,2009,0.7699999999999999,0.37,0.11,0.19,0.1
Caesars Palace 2000: Millennium Gold Edition,PS,Sony,Misc,Interplay,Runecraft,2000-06-29,2000,0.77,0.43,0.0,0.29,0.05
Pokémon Dash,DS,Nintendo,Racing,Nintendo,Ambrella,2005-03-14,2005,0.77,0.21,0.38,0.14,0.04
Dragon Warrior I&II,GB,Nintendo,Role-Playing,Enix,TOSE,2000-09-27,2000,0.77,0.0,0.77,0.0,0.0
Conker's Bad Fur Day,N64,Nintendo,Platform,Rare,Rare Ltd.,2001-03-04,2001,0.77,0.53,0.0,0.22,0.02
Maximo: Ghosts to Glory,PS2,Sony,Platform,Capcom,Capcom,2002-02-11,2002,0.7699999999999999,0.38,0.0,0.29,0.1
Donkey Kong Country 3,GBA,Nintendo,Platform,Nintendo,Rare Ltd.,2005-11-07,2005,0.7700000000000001,0.45,0.14,0.17,0.01
Persona 4 Arena,PS3,Sony,Fighting,Atlus,Arc System Works,2012-08-07,2012,0.76,0.32,0.24,0.12,0.08
Prototype 2,PS3,Sony,Action,Activision,Radical Entertainment,2012-04-24,2012,0.77,0.38,0.0,0.28,0.11
James Cameron's Avatar: The Game,X360,Microsoft,Action,Ubisoft,Ubisoft Montreal,2009-12-01,2009,0.7699999999999999,0.34,0.0,0.35,0.08
Fortnite,XOne,Microsoft,Action,Gearbox Software,Epic Games,2017-07-21,2017,0.7699999999999999,0.6,0.0,0.09,0.08
Lips,X360,Microsoft,Misc,Microsoft Game Studios,iNiS,2008-11-18,2008,0.78,0.12,0.0,0.56,0.1
Minecraft: Story Mode,XOne,Microsoft,Adventure,Mojang,Telltale Games,2015-10-27,2015,0.77,0.46,0.0,0.24,0.07
Twisted Metal: Head On,PSP,Sony,Action,Sony Computer Entertainment,Incognito Inc.,2005-03-24,2005,0.77,0.71,0.0,0.0,0.06
Andretti Racing,PS,Sony,Racing,EA Sports,Stormfront Studios,1996-11-30,1996,0.77,0.43,0.0,0.29,0.05
Need for Speed: Porsche Unleashed,PS,Sony,Racing,Electronic Arts,Eden Studios,2000-02-29,2000,0.77,0.43,0.0,0.29,0.05
Need for Speed: Undercover,PSP,Sony,Racing,Electronic Arts,Piranha Games,2008-11-17,2008,0.77,0.23,0.03,0.32,0.19
The Sims 3,3DS,Nintendo,Simulation,Electronic Arts,The Sims Studio,2011-03-27,2011,0.78,0.3,0.03,0.38,0.07
Resident Evil: Operation Raccoon City,X360,Microsoft,Shooter,Capcom,Slant Six Games,2012-03-20,2012,0.78,0.55,0.03,0.14,0.06
Lost Planet 2,X360,Microsoft,Shooter,Capcom,Capcom,2010-05-11,2010,0.76,0.38,0.08,0.24,0.06
Just Dance 2019,NS,Nintendo,Music,Ubisoft,Ubisoft Paris,2018-10-23,2018,0.76,0.43,0.0,0.26,0.07
Just Dance 2018,NS,Nintendo,Music,Ubisoft,Ubisoft Paris,2017-10-24,2017,0.76,0.3,0.0,0.4,0.06
My Baby Girl,DS,Nintendo,Simulation,SouthPeak Interactive,Dancing Dots,2008-11-04,2008,0.76,0.61,0.0,0.09,0.06
Kane & Lynch: Dead Men,X360,Microsoft,Shooter,Eidos Interactive,IO Interactive,2007-11-13,2007,0.7599999999999999,0.36,0.01,0.31,0.08
Formula 1,PS,Sony,Racing,Sony Computer Entertainment,Bizarre Creations,1996-09-30,1996,0.77,0.18,0.42,0.12,0.05
Driv3r,XB,Microsoft,Racing,Atari,Reflections Interactive,2004-06-21,2004,0.77,0.36,0.0,0.38,0.03
Mortal Kombat: Deception,XB,Microsoft,Fighting,Midway Games,Midway Games,2004-10-04,2004,0.76,0.61,0.0,0.12,0.03
Marvel vs. Capcom 2,PS2,Sony,Fighting,Capcom,Capcom,2002-11-19,2002,0.7599999999999999,0.31,0.13,0.24,0.08
Legends of Wrestling,PS2,Sony,Fighting,Acclaim Entertainment,Acclaim Studios Salt Lake City,2001-12-03,2001,0.7599999999999999,0.37,0.0,0.29,0.1
Sonic Unleashed,PS2,Sony,Platform,Sega,Sonic Team/Dimps Corporation,2008-11-18,2008,0.77,0.37,0.0,0.04,0.36
Banjo-Kazooie: Nuts & Bolts,X360,Microsoft,Platform,Microsoft Game Studios,Rare Ltd.,2008-11-12,2008,0.7499999999999999,0.32,0.0,0.35,0.08
Cabela's Deer Hunt: 2004 Season,PS2,Sony,Sports,Activision,Sand Grain Studios,2003-08-27,2003,0.7599999999999999,0.37,0.0,0.29,0.1
Pro Evolution Soccer 2015,PS4,Sony,Sports,Konami Digital Entertainment,PES Productions,2014-11-11,2014,0.76,0.09,0.12,0.45,0.1
ISS Pro Evolution,PS,Sony,Sports,Konami,KCET,2000-06-06,2000,0.76,0.0,0.71,0.0,0.05
Tony Hawk's Pro Skater 2,N64,Nintendo,Sports,Activision,Edge of Reality,2001-08-21,2001,0.76,0.59,0.0,0.16,0.01
FIFA Soccer 11,PS2,Sony,Sports,EA Sports,EA Canada,2010-09-28,2010,0.76,0.11,0.0,0.29,0.36
Band Hero,PS3,Sony,Misc,Activision,Neversoft Entertainment,2009-11-03,2009,0.76,0.41,0.0,0.23,0.12
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,Sony,Misc,Namco,Namco,2002-10-24,2002,0.76,0.0,0.76,0.0,0.0
MTV Celebrity Deathmatch,PS2,Sony,Fighting,Gotham Games,Big Ape Productions,2003-10-14,2003,0.7599999999999999,0.37,0.0,0.29,0.1
Street Fighter Alpha: Warriors' Dreams,PS,Sony,Fighting,Capcom,Capcom,1995-12-21,1995,0.76,0.17,0.43,0.11,0.05
The Walking Dead: A Telltale Games Series,X360,Microsoft,Adventure,Telltale Games,Telltale Games,2012-11-21,2012,0.75,0.55,0.0,0.13,0.07
Lego Marvel Super Heroes,WiiU,Nintendo,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,2013-10-22,2013,0.76,0.31,0.03,0.36,0.06
Resident Evil: Revelations,PS3,Sony,Action,Capcom,Capcom,2013-05-21,2013,0.7699999999999999,0.14,0.22,0.32,0.09
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,Nintendo,Role-Playing,Capcom,Capcom,2006-06-13,2006,0.76,0.09,0.62,0.03,0.02
Final Fantasy Legend III,GB,Nintendo,Role-Playing,Square,SquareSoft,1993-09-29,1993,0.76,0.0,0.76,0.0,0.0
Final Fantasy II,NES,Nintendo,Role-Playing,Square,Square,1988-12-17,1988,0.76,0.0,0.76,0.0,0.0
FIFA Soccer 12,Wii,Nintendo,Sports,EA Sports,EA Canada,2011-09-27,2011,0.76,0.15,0.0,0.51,0.1
That's So Raven,GBA,Nintendo,Adventure,Buena Vista,Disney Interactive,2004-10-12,2004,0.75,0.54,0.0,0.2,0.01
Harry Potter and the Half-Blood Prince,Wii,Nintendo,Action,Electronic Arts,Bright Light Productions,2009-06-30,2009,0.76,0.28,0.0,0.4,0.08
Mercenaries: Playground of Destruction,PS2,Sony,Action,LucasArts,Pandemic Studios,2005-01-10,2005,0.76,0.64,0.0,0.02,0.1
Toy Story 3: The Video Game,X360,Microsoft,Action,Disney Interactive Studios,Avalanche Software,2010-06-15,2010,0.75,0.41,0.0,0.27,0.07
Assassin's Creed: Revelations,PC,Outros,Action,Ubisoft,Ubisoft Montreal,2011-11-29,2011,0.76,0.16,0.0,0.49,0.11
Quantum Break,XOne,Microsoft,Action,Microsoft Studios,Remedy Entertainment,2016-04-05,2016,0.76,0.42,0.02,0.25,0.07
True Crime: New York City,PS2,Sony,Action,Activision,Luxoflux,2005-11-15,2005,0.7499999999999999,0.57,0.07,0.02,0.09
Duke Nukem Forever,PS3,Sony,Shooter,2K Games,Gearbox Software,2011-06-14,2011,0.75,0.33,0.0,0.31,0.11
PokéPark 2: Wonders Beyond,Wii,Nintendo,Action-Adventure,Nintendo,Creatures Inc.,2012-02-27,2012,0.76,0.26,0.27,0.19,0.04
Syphon Filter: The Omega Strain,PS2,Sony,Shooter,Sony Computer Entertainment,SCEA Bend Studio,2004-05-04,2004,0.7599999999999999,0.37,0.0,0.29,0.1
Rockstar Games presents Table Tennis,X360,Microsoft,Sports,Rockstar Games,Rockstar San Diego,2006-05-22,2006,0.74,0.28,0.0,0.38,0.08
